timestamp,mode,SPTemp,SPHum,SPLight,actTemp,actHum,actLight,manHeater,manComp,manLight,manHum,cpuTemp
11:31:44_4/8/2023,auto,27,70,4000,27.0,67,3792,False,False,0,False,37.00
11:33:44_4/8/2023,auto,27,70,4000,26.9,63,3744,False,False,0,False,36.51
11:35:44_4/8/2023,auto,27,70,4000,26.8,74,4152,False,False,0,False,37.00
11:37:44_4/8/2023,auto,27,70,4000,26.7,85,3776,False,False,0,False,37.97
11:39:44_4/8/2023,auto,27,70,4000,26.7,92,3816,False,False,0,False,36.51
11:41:44_4/8/2023,auto,27,70,4000,26.8,95,3792,False,False,0,False,36.51
11:43:44_4/8/2023,auto,27,70,4000,27.0,96,3816,False,False,0,False,37.00
11:45:44_4/8/2023,auto,27,70,4000,27.0,68,3776,False,False,0,False,37.00
11:47:44_4/8/2023,auto,27,70,4000,26.9,63,3776,False,False,0,False,37.00
11:49:44_4/8/2023,auto,27,70,4000,26.8,75,3696,False,False,0,False,37.00
11:51:44_4/8/2023,auto,27,70,4000,26.8,85,3800,False,False,0,False,36.51
11:53:44_4/8/2023,auto,27,70,4000,26.8,92,3896,False,False,0,False,37.48
11:55:44_4/8/2023,auto,27,70,4000,26.9,95,3800,False,False,0,False,37.00
11:57:44_4/8/2023,auto,27,70,4000,27.0,92,4072,False,False,0,False,36.02
11:59:44_4/8/2023,auto,27,70,4000,27.0,62,3800,False,False,0,False,37.00
12:1:44_4/8/2023,auto,27,70,4000,26.9,67,4088,False,False,0,False,37.00
12:3:44_4/8/2023,auto,27,70,4000,26.8,78,4032,False,False,0,False,37.97
12:5:44_4/8/2023,auto,27,70,4000,26.7,88,3784,False,False,0,False,37.48
12:7:44_4/8/2023,auto,27,70,4000,26.8,93,3784,False,False,0,False,37.48
12:9:44_4/8/2023,auto,27,70,4000,26.9,95,3912,False,False,0,False,36.51
12:11:44_4/8/2023,auto,27,70,4000,27.0,88,3760,False,False,0,False,37.00
12:13:47_4/8/2023,auto,27,70,4000,27.0,61,3784,False,False,0,False,38.46
12:15:44_4/8/2023,auto,27,70,4000,26.9,67,3720,False,False,0,False,37.97
12:17:44_4/8/2023,auto,27,70,4000,26.8,78,3776,False,False,0,False,36.51
12:19:44_4/8/2023,auto,27,70,4000,26.7,88,3736,False,False,0,False,37.48
12:21:44_4/8/2023,auto,27,70,4000,26.8,93,3816,False,False,0,False,36.51
12:23:44_4/8/2023,auto,27,70,4000,26.9,95,3752,False,False,0,False,37.48
12:25:44_4/8/2023,auto,27,70,4000,27.0,85,3800,False,False,0,False,37.48
12:27:44_4/8/2023,auto,27,70,4000,27.0,60,3784,False,False,0,False,38.46
12:29:44_4/8/2023,auto,27,70,4000,26.9,68,3784,False,False,0,False,38.46
12:31:44_4/8/2023,auto,27,70,4000,26.8,80,4080,False,False,0,False,37.48
12:33:44_4/8/2023,auto,27,70,4000,26.8,89,3808,False,False,0,False,38.46
12:35:44_4/8/2023,auto,27,70,4000,26.8,94,3792,False,False,0,False,37.00
12:37:44_4/8/2023,auto,27,70,4000,26.9,96,4160,False,False,0,False,38.46
12:39:44_4/8/2023,auto,27,70,4000,27.0,70,3800,False,False,0,False,37.48
12:41:44_4/8/2023,auto,27,70,4000,26.9,61,3680,False,False,0,False,37.00
12:43:44_4/8/2023,auto,27,70,4000,26.8,73,3776,False,False,0,False,37.48
12:45:44_4/8/2023,auto,27,70,4000,26.7,84,3728,False,False,0,False,37.97
12:47:44_4/8/2023,auto,27,70,4000,26.7,91,3800,False,False,0,False,37.48
12:49:44_4/8/2023,auto,27,70,4000,26.8,95,4264,False,False,0,False,37.97
12:51:44_4/8/2023,auto,27,70,4000,27.0,96,3808,False,False,0,False,36.51
12:53:44_4/8/2023,auto,27,70,4000,27.0,65,3808,False,False,0,False,37.48
12:55:44_4/8/2023,auto,27,70,4000,26.9,65,3768,False,False,0,False,37.48
12:57:44_4/8/2023,auto,27,70,4000,26.8,76,3760,False,False,0,False,37.97
12:59:44_4/8/2023,auto,27,70,4000,26.7,86,3904,False,False,0,False,38.46
13:1:44_4/8/2023,auto,27,70,4000,26.8,92,3800,False,False,0,False,37.48
13:3:44_4/8/2023,auto,27,70,4000,26.9,95,3816,False,False,0,False,37.48
13:5:44_4/8/2023,auto,27,70,4000,27.0,87,3992,False,False,0,False,37.97
13:7:44_4/8/2023,auto,27,70,4000,27.0,61,4232,False,False,0,False,37.97
13:9:44_4/8/2023,auto,27,70,4000,26.9,68,3952,False,False,0,False,37.48
13:11:44_4/8/2023,auto,27,70,4000,26.8,79,3760,False,False,0,False,37.97
13:13:47_4/8/2023,auto,27,70,4000,26.7,89,3784,False,False,0,False,37.97
13:15:44_4/8/2023,auto,27,70,4000,26.8,94,4128,False,False,0,False,38.95
13:17:44_4/8/2023,auto,27,70,4000,26.9,96,3800,False,False,0,False,37.00
13:19:44_4/8/2023,auto,27,70,4000,27.0,71,3944,False,False,0,False,37.48
13:21:44_4/8/2023,auto,27,70,4000,26.9,61,4184,False,False,0,False,37.00
13:23:44_4/8/2023,auto,27,70,4000,26.8,73,3792,False,False,0,False,37.48
13:25:44_4/8/2023,auto,27,70,4000,26.8,84,3880,False,False,0,False,37.97
13:27:44_4/8/2023,auto,27,70,4000,26.8,91,3792,False,False,0,False,37.00
13:29:44_4/8/2023,auto,27,70,4000,26.8,95,3848,False,False,0,False,38.46
13:31:44_4/8/2023,auto,27,70,4000,27.0,93,3792,False,False,0,False,37.48
13:33:44_4/8/2023,auto,27,70,4000,27.0,63,3792,False,False,0,False,37.48
13:35:44_4/8/2023,auto,27,70,4000,26.9,66,3752,False,False,0,False,38.46
13:37:44_4/8/2023,auto,27,70,4000,26.8,77,4088,False,False,0,False,37.97
13:39:44_4/8/2023,auto,27,70,4000,26.7,81,3752,False,False,0,False,38.46
13:41:44_4/8/2023,auto,27,70,4000,26.5,60,3768,False,False,0,False,38.95
13:43:44_4/8/2023,auto,27,70,4000,26.4,69,3816,False,False,0,False,37.97
13:45:44_4/8/2023,auto,27,70,4000,26.3,81,3792,False,False,0,False,37.48
13:47:44_4/8/2023,auto,27,70,4000,26.3,90,3728,False,False,0,False,37.48
13:49:44_4/8/2023,auto,27,70,4000,26.4,94,3888,False,False,0,False,37.48
13:51:44_4/8/2023,auto,27,70,4000,26.6,96,3784,False,False,0,False,37.97
13:53:44_4/8/2023,auto,27,70,4000,26.8,97,3832,False,False,0,False,38.46
13:55:44_4/8/2023,auto,27,70,4000,27.0,85,3976,False,False,0,False,37.48
13:57:44_4/8/2023,auto,27,70,4000,27.0,62,4016,False,False,0,False,37.97
13:59:44_4/8/2023,auto,27,70,4000,26.9,68,3952,False,False,0,False,38.46
14:1:44_4/8/2023,auto,27,70,4000,26.8,79,4104,False,False,0,False,37.48
14:3:44_4/8/2023,auto,27,70,4000,26.7,64,3776,False,False,0,False,37.00
14:5:44_4/8/2023,auto,27,70,4000,26.5,66,3704,False,False,0,False,37.97
14:7:44_4/8/2023,auto,27,70,4000,26.4,77,3856,False,False,0,False,38.46
14:9:44_4/8/2023,auto,27,70,4000,26.3,87,4208,False,False,0,False,37.97
14:11:44_4/8/2023,auto,27,70,4000,26.4,93,4112,False,False,0,False,38.46
14:13:47_4/8/2023,auto,27,70,4000,26.5,95,3864,False,False,0,False,38.46
14:15:44_4/8/2023,auto,27,70,4000,26.7,97,3824,False,False,0,False,38.46
14:17:44_4/8/2023,auto,27,70,4000,27.0,98,4136,False,False,0,False,37.48
14:19:44_4/8/2023,auto,27,70,4000,27.0,67,3808,False,False,0,False,37.00
14:21:44_4/8/2023,auto,27,70,4000,27.0,62,3704,False,False,0,False,37.48
14:23:44_4/8/2023,auto,27,70,4000,26.9,74,3792,False,False,0,False,38.46
14:25:44_4/8/2023,auto,27,70,4000,26.8,85,3784,False,False,0,False,37.97
14:27:44_4/8/2023,auto,27,70,4000,26.8,92,3808,False,False,0,False,37.48
14:29:44_4/8/2023,auto,27,70,4000,26.9,95,3808,False,False,0,False,37.48
14:31:44_4/8/2023,auto,27,70,4000,27.0,77,3808,False,False,0,False,38.46
14:33:44_4/8/2023,auto,27,70,4000,26.9,59,3848,False,False,0,False,37.97
14:35:44_4/8/2023,auto,27,70,4000,26.9,71,3712,False,False,0,False,38.95
14:37:44_4/8/2023,auto,27,70,4000,26.8,82,3776,False,False,0,False,37.97
14:39:44_4/8/2023,auto,27,70,4000,26.7,90,3800,False,False,0,False,38.46
14:41:44_4/8/2023,auto,27,70,4000,26.8,94,3784,False,False,0,False,37.97
14:43:44_4/8/2023,auto,27,70,4000,27.0,94,3776,False,False,0,False,37.48
14:45:44_4/8/2023,auto,27,70,4000,27.0,63,4016,False,False,0,False,38.46
14:47:44_4/8/2023,auto,27,70,4000,26.9,66,3760,False,False,0,False,38.46
14:49:44_4/8/2023,auto,27,70,4000,26.8,78,3792,False,False,0,False,38.46
14:51:44_4/8/2023,auto,27,70,4000,26.8,87,3784,False,False,0,False,37.97
14:53:44_4/8/2023,auto,27,70,4000,26.8,93,4152,False,False,0,False,38.46
14:55:44_4/8/2023,auto,27,70,4000,26.9,95,3800,False,False,0,False,37.97
14:57:44_4/8/2023,auto,27,70,4000,27.0,74,3808,False,False,0,False,37.48
14:59:44_4/8/2023,auto,27,70,4000,26.9,60,3800,False,False,0,False,37.97
15:1:44_4/8/2023,auto,27,70,4000,26.8,72,3784,False,False,0,False,38.46
15:3:44_4/8/2023,auto,27,70,4000,26.8,83,3776,False,False,0,False,37.48
15:5:44_4/8/2023,auto,27,70,4000,26.8,91,3792,False,False,0,False,37.97
15:7:44_4/8/2023,auto,27,70,4000,26.9,94,4024,False,False,0,False,37.00
15:9:44_4/8/2023,auto,27,70,4000,27.0,84,4080,False,False,0,False,37.48
15:11:44_4/8/2023,auto,27,70,4000,27.0,60,3752,False,False,0,False,37.48
15:13:47_4/8/2023,auto,27,70,4000,26.9,69,3784,False,False,0,False,37.97
15:15:44_4/8/2023,auto,27,70,4000,26.7,80,4008,False,False,0,False,37.48
15:17:44_4/8/2023,auto,27,70,4000,26.7,89,3808,False,False,0,False,37.00
15:19:44_4/8/2023,auto,27,70,4000,26.8,94,3960,False,False,0,False,38.46
15:21:44_4/8/2023,auto,27,70,4000,26.9,96,3808,False,False,0,False,37.48
15:23:44_4/8/2023,auto,27,70,4000,27.0,67,3816,False,False,0,False,38.46
15:25:44_4/8/2023,auto,27,70,4000,26.9,63,3760,False,False,0,False,37.97
15:27:44_4/8/2023,auto,27,70,4000,26.8,75,3992,False,False,0,False,37.48
15:29:44_4/8/2023,auto,27,70,4000,26.7,85,3912,False,False,0,False,37.97
15:31:44_4/8/2023,auto,27,70,4000,26.8,91,3776,False,False,0,False,37.48
15:33:44_4/8/2023,auto,27,70,4000,26.9,92,3776,False,False,0,False,38.46
15:35:44_4/8/2023,auto,27,70,4000,26.8,63,4032,False,False,0,False,37.97
15:37:44_4/8/2023,auto,27,70,4000,26.7,67,3696,False,False,0,False,37.97
15:39:44_4/8/2023,auto,27,70,4000,26.6,77,3768,False,False,0,False,37.48
15:41:44_4/8/2023,auto,27,70,4000,26.6,87,3704,False,False,0,False,37.48
15:43:45_4/8/2023,auto,27,70,4000,26.7,93,3808,False,False,0,False,37.97
15:45:44_4/8/2023,auto,27,70,4000,26.8,95,3736,False,False,0,False,38.46
15:47:44_4/8/2023,auto,27,70,4000,26.9,97,3824,False,False,0,False,37.00
15:49:44_4/8/2023,auto,27,70,4000,27.0,68,3736,False,False,0,False,37.48
15:51:44_4/8/2023,auto,27,70,4000,27.0,63,3768,False,False,0,False,36.51
15:53:44_4/8/2023,auto,27,70,4000,26.9,75,3776,False,False,0,False,38.46
15:55:44_4/8/2023,auto,27,70,4000,26.8,85,3784,False,False,0,False,37.48
15:57:44_4/8/2023,auto,27,70,4000,26.8,92,3792,False,False,0,False,37.00
15:59:44_4/8/2023,auto,27,70,4000,26.9,95,3800,False,False,0,False,37.00
16:1:44_4/8/2023,auto,27,70,4000,27.0,78,3800,False,False,0,False,37.00
16:3:44_4/8/2023,auto,27,70,4000,26.9,59,3680,False,False,0,False,37.00
16:5:44_4/8/2023,auto,27,70,4000,26.8,70,3768,False,False,0,False,37.48
16:7:44_4/8/2023,auto,27,70,4000,26.7,82,3696,False,False,0,False,37.00
16:9:44_4/8/2023,auto,27,70,4000,26.7,90,4136,False,False,0,False,37.48
16:11:44_4/8/2023,auto,27,70,4000,26.8,94,3736,False,False,0,False,37.48
16:13:49_4/8/2023,auto,27,70,4000,26.9,96,3920,False,False,0,False,36.51
16:15:44_4/8/2023,auto,27,70,4000,27.0,67,3712,False,False,0,False,37.00
16:17:44_4/8/2023,auto,27,70,4000,26.9,63,4200,False,False,0,False,37.48
16:19:44_4/8/2023,auto,27,70,4000,26.8,75,3768,False,False,0,False,37.00
16:21:44_4/8/2023,auto,27,70,4000,26.7,85,3848,False,False,0,False,38.95
16:23:44_4/8/2023,auto,27,70,4000,26.8,92,3808,False,False,0,False,37.97
16:25:44_4/8/2023,auto,27,70,4000,26.9,95,3800,False,False,0,False,37.00
16:27:44_4/8/2023,auto,27,70,4000,27.0,89,4024,False,False,0,False,37.48
16:29:44_4/8/2023,auto,27,70,4000,27.0,62,3784,False,False,0,False,37.48
16:31:44_4/8/2023,auto,27,70,4000,26.9,68,3912,False,False,0,False,37.48
16:33:44_4/8/2023,auto,27,70,4000,26.8,78,3776,False,False,0,False,37.00
16:35:44_4/8/2023,auto,27,70,4000,26.7,88,3776,False,False,0,False,36.51
16:37:44_4/8/2023,auto,27,70,4000,26.8,93,3720,False,False,0,False,37.00
16:39:44_4/8/2023,auto,27,70,4000,26.9,92,4136,False,False,0,False,37.00
16:41:44_4/8/2023,auto,27,70,4000,27.0,78,3792,False,False,0,False,37.00
16:43:44_4/8/2023,auto,27,70,4000,26.9,59,3728,False,False,0,False,37.97
16:45:44_4/8/2023,auto,27,70,4000,26.9,71,3752,False,False,0,False,37.48
16:47:44_4/8/2023,auto,27,70,4000,26.8,82,3944,False,False,0,False,37.00
16:49:44_4/8/2023,auto,27,70,4000,26.8,90,3792,False,False,0,False,37.48
16:51:44_4/8/2023,auto,27,70,4000,26.8,94,3800,False,False,0,False,37.97
16:53:44_4/8/2023,auto,27,70,4000,27.0,96,3792,False,False,0,False,37.00
16:55:44_4/8/2023,auto,27,70,4000,27.0,65,3976,False,False,0,False,37.97
16:57:44_4/8/2023,auto,27,70,4000,26.9,64,3744,False,False,0,False,37.00
16:59:44_4/8/2023,auto,27,70,4000,26.8,75,3888,False,False,0,False,36.51
17:1:44_4/8/2023,auto,27,70,4000,26.7,86,3896,False,False,0,False,37.00
17:3:44_4/8/2023,auto,27,70,4000,26.8,92,4088,False,False,0,False,37.48
17:5:44_4/8/2023,auto,27,70,4000,26.8,94,4104,False,False,0,False,36.51
17:7:44_4/8/2023,auto,27,70,4000,27.0,94,4056,False,False,0,False,36.51
17:9:44_4/8/2023,auto,27,70,4000,27.0,63,3752,False,False,0,False,36.51
17:11:44_4/8/2023,auto,27,70,4000,26.9,66,3792,False,False,0,False,36.02
17:13:48_4/8/2023,auto,27,70,4000,26.8,77,4192,False,False,0,False,37.97
17:15:44_4/8/2023,auto,27,70,4000,26.7,87,3800,False,False,0,False,36.02
17:17:44_4/8/2023,auto,27,70,4000,26.7,74,3704,False,False,0,False,36.02
17:19:44_4/8/2023,auto,27,70,4000,26.5,60,3744,False,False,0,False,37.48
17:21:44_4/8/2023,auto,27,70,4000,26.4,72,3880,False,False,0,False,36.51
17:23:44_4/8/2023,auto,27,70,4000,26.3,83,3944,False,False,0,False,37.00
17:25:44_4/8/2023,auto,27,70,4000,26.3,90,3776,False,False,0,False,36.51
17:27:44_4/8/2023,auto,27,70,4000,26.4,94,3976,False,False,0,False,37.00
17:29:44_4/8/2023,auto,27,70,4000,26.6,95,3928,False,False,0,False,37.00
17:31:44_4/8/2023,auto,27,70,4000,26.8,83,3792,False,False,0,False,36.51
17:33:44_4/8/2023,auto,27,70,4000,26.8,60,3912,False,False,0,False,37.00
17:35:44_4/8/2023,auto,27,70,4000,26.7,69,3712,False,False,0,False,36.51
17:37:44_4/8/2023,auto,27,70,4000,26.6,80,3776,False,False,0,False,35.54
17:39:44_4/8/2023,auto,27,70,4000,26.5,86,4200,False,False,0,False,36.51
17:41:44_4/8/2023,auto,27,70,4000,26.4,61,3776,False,False,0,False,37.00
17:43:44_4/8/2023,auto,27,70,4000,26.3,67,3712,False,False,0,False,37.00
17:45:44_4/8/2023,auto,27,70,4000,26.1,78,3768,False,False,0,False,36.51
17:47:44_4/8/2023,auto,27,70,4000,26.1,87,3752,False,False,0,False,35.54
17:49:44_4/8/2023,auto,27,70,4000,26.2,92,4144,False,False,0,False,36.02
17:51:44_4/8/2023,auto,27,70,4000,26.3,95,3800,False,False,0,False,36.02
17:53:44_4/8/2023,auto,27,70,4000,26.5,96,3816,False,False,0,False,36.02
17:55:44_4/8/2023,auto,27,70,4000,26.7,97,3816,False,False,0,False,37.00
17:57:44_4/8/2023,auto,27,70,4000,26.9,87,3824,False,False,0,False,35.54
17:59:44_4/8/2023,auto,27,70,4000,26.9,60,3776,False,False,0,False,36.51
18:1:44_4/8/2023,auto,23,90,0,26.8,68,0,False,False,0,False,36.51
18:3:44_4/8/2023,auto,23,90,0,26.6,79,0,False,False,0,False,36.02
18:5:44_4/8/2023,auto,23,90,0,26.4,87,0,False,False,0,False,37.00
18:7:44_4/8/2023,auto,23,90,0,26.2,91,0,False,False,0,False,36.02
18:9:44_4/8/2023,auto,23,90,0,26.1,94,0,False,False,0,False,36.02
18:11:44_4/8/2023,auto,23,90,0,26.0,96,0,False,False,0,False,37.00
18:13:46_4/8/2023,auto,23,90,0,26.0,97,0,False,False,0,False,35.05
18:15:44_4/8/2023,auto,23,90,0,26.0,98,0,False,False,0,False,36.02
18:17:44_4/8/2023,auto,23,90,0,25.9,81,0,False,False,0,False,36.02
18:19:44_4/8/2023,auto,23,90,0,25.7,75,0,False,False,0,False,35.54
18:21:44_4/8/2023,auto,23,90,0,25.6,84,0,False,False,0,False,36.02
18:23:44_4/8/2023,auto,23,90,0,25.5,91,0,False,False,0,False,35.54
18:25:44_4/8/2023,auto,23,90,0,25.5,96,0,False,False,0,False,36.02
18:27:44_4/8/2023,auto,23,90,0,25.4,98,0,False,False,0,False,36.02
18:29:44_4/8/2023,auto,23,90,0,25.4,95,0,False,False,0,False,36.02
18:31:44_4/8/2023,auto,23,90,0,25.2,68,0,False,False,0,False,35.54
18:33:44_4/8/2023,auto,23,90,0,25.0,58,0,False,False,0,False,35.05
18:35:44_4/8/2023,auto,23,90,0,24.8,53,0,False,False,0,False,36.02
18:37:44_4/8/2023,auto,23,90,0,24.5,50,0,False,False,0,False,35.05
18:39:44_4/8/2023,auto,23,90,0,24.0,48,0,False,False,0,False,35.54
18:41:44_4/8/2023,auto,23,90,0,23.5,46,0,False,False,0,False,35.05
18:43:44_4/8/2023,auto,23,90,0,23.0,46,0,False,False,0,False,35.05
18:45:44_4/8/2023,auto,23,90,0,22.5,55,0,False,False,0,False,36.02
18:47:44_4/8/2023,auto,23,90,0,22.1,69,0,False,False,0,False,36.02
18:49:44_4/8/2023,auto,23,90,0,21.7,80,0,False,False,0,False,35.54
18:51:44_4/8/2023,auto,23,90,0,21.5,87,0,False,False,0,False,36.02
18:53:44_4/8/2023,auto,23,90,0,21.4,90,0,False,False,0,False,35.05
18:55:44_4/8/2023,auto,23,90,0,21.4,92,0,False,False,0,False,36.02
18:57:44_4/8/2023,auto,23,90,0,21.5,94,0,False,False,0,False,35.54
18:59:44_4/8/2023,auto,23,90,0,21.5,96,0,False,False,0,False,35.54
19:1:44_4/8/2023,auto,23,90,0,21.6,97,0,False,False,0,False,35.54
19:3:44_4/8/2023,auto,23,90,0,21.7,98,0,False,False,0,False,36.51
19:5:44_4/8/2023,auto,23,90,0,21.9,99,0,False,False,0,False,35.54
19:7:44_4/8/2023,auto,23,90,0,22.0,101,0,False,False,0,False,34.56
19:9:44_4/8/2023,auto,23,90,0,22.1,102,0,False,False,0,False,35.54
19:11:44_4/8/2023,auto,23,90,0,22.2,102,0,False,False,0,False,36.02
19:13:47_4/8/2023,auto,23,90,0,22.3,102,0,False,False,0,False,35.54
19:15:44_4/8/2023,auto,23,90,0,22.5,102,0,False,False,0,False,35.54
19:17:44_4/8/2023,auto,23,90,0,22.6,102,0,False,False,0,False,35.05
19:19:44_4/8/2023,auto,23,90,0,22.7,102,0,False,False,0,False,35.54
19:21:44_4/8/2023,auto,23,90,0,22.8,102,0,False,False,0,False,35.54
19:23:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,34.56
19:25:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,35.54
19:27:44_4/8/2023,auto,23,90,0,22.7,74,0,False,False,0,False,35.54
19:29:44_4/8/2023,auto,23,90,0,22.6,80,0,False,False,0,False,36.02
19:31:44_4/8/2023,auto,23,90,0,22.6,88,0,False,False,0,False,35.05
19:33:44_4/8/2023,auto,23,90,0,22.5,95,0,False,False,0,False,35.05
19:35:44_4/8/2023,auto,23,90,0,22.5,99,0,False,False,0,False,35.54
19:37:44_4/8/2023,auto,23,90,0,22.6,101,0,False,False,0,False,35.54
19:39:44_4/8/2023,auto,23,90,0,22.6,102,0,False,False,0,False,34.56
19:41:44_4/8/2023,auto,23,90,0,22.7,102,0,False,False,0,False,35.05
19:43:44_4/8/2023,auto,23,90,0,22.8,102,0,False,False,0,False,35.54
19:45:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,34.56
19:47:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,35.05
19:49:44_4/8/2023,auto,23,90,0,22.8,87,0,False,False,0,False,34.08
19:51:44_4/8/2023,auto,23,90,0,22.7,75,0,False,False,0,False,36.51
19:53:44_4/8/2023,auto,23,90,0,22.6,84,0,False,False,0,False,35.05
19:55:44_4/8/2023,auto,23,90,0,22.5,90,0,False,False,0,False,34.56
19:57:44_4/8/2023,auto,23,90,0,22.5,96,0,False,False,0,False,35.05
19:59:44_4/8/2023,auto,23,90,0,22.6,100,0,False,False,0,False,35.54
20:1:44_4/8/2023,auto,23,90,0,22.6,102,0,False,False,0,False,36.02
20:3:44_4/8/2023,auto,23,90,0,22.7,102,0,False,False,0,False,34.56
20:5:44_4/8/2023,auto,23,90,0,22.8,102,0,False,False,0,False,35.05
20:7:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,35.54
20:9:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,35.54
20:11:44_4/8/2023,auto,23,90,0,22.8,88,0,False,False,0,False,35.05
20:13:47_4/8/2023,auto,23,90,0,22.7,74,0,False,False,0,False,36.02
20:15:44_4/8/2023,auto,23,90,0,22.6,84,0,False,False,0,False,35.05
20:17:44_4/8/2023,auto,23,90,0,22.5,91,0,False,False,0,False,35.54
20:19:44_4/8/2023,auto,23,90,0,22.5,97,0,False,False,0,False,35.05
20:21:44_4/8/2023,auto,23,90,0,22.5,100,0,False,False,0,False,36.02
20:23:44_4/8/2023,auto,23,90,0,22.6,102,0,False,False,0,False,35.05
20:25:44_4/8/2023,auto,23,90,0,22.6,102,0,False,False,0,False,36.02
20:27:44_4/8/2023,auto,23,90,0,22.7,102,0,False,False,0,False,35.05
20:29:44_4/8/2023,auto,23,90,0,22.8,102,0,False,False,0,False,35.05
20:31:44_4/8/2023,auto,23,90,0,22.9,102,0,False,False,0,False,34.56
20:33:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,35.05
20:35:44_4/8/2023,auto,23,90,0,22.8,79,0,False,False,0,False,36.02
20:37:44_4/8/2023,auto,23,90,0,22.7,78,0,False,False,0,False,36.02
20:39:44_4/8/2023,auto,23,90,0,22.6,87,0,False,False,0,False,35.05
20:41:44_4/8/2023,auto,23,90,0,22.5,94,0,False,False,0,False,35.54
20:43:44_4/8/2023,auto,23,90,0,22.5,98,0,False,False,0,False,36.02
20:45:44_4/8/2023,auto,23,90,0,22.5,101,0,False,False,0,False,35.05
20:47:44_4/8/2023,auto,23,90,0,22.5,95,0,False,False,0,False,35.05
20:49:44_4/8/2023,auto,23,90,0,22.4,75,0,False,False,0,False,34.08
20:51:44_4/8/2023,auto,23,90,0,22.3,83,0,False,False,0,False,34.56
20:53:44_4/8/2023,auto,23,90,0,22.3,91,0,False,False,0,False,35.05
20:55:44_4/8/2023,auto,23,90,0,22.3,97,0,False,False,0,False,34.56
20:57:44_4/8/2023,auto,23,90,0,22.3,100,0,False,False,0,False,35.54
20:59:44_4/8/2023,auto,23,90,0,22.4,102,0,False,False,0,False,34.56
21:1:44_4/8/2023,auto,23,90,0,22.5,102,0,False,False,0,False,34.56
21:3:44_4/8/2023,auto,23,90,0,22.6,102,0,False,False,0,False,35.05
21:5:44_4/8/2023,auto,23,90,0,22.5,95,0,False,False,0,False,35.05
21:7:44_4/8/2023,auto,23,90,0,22.4,74,0,False,False,0,False,35.05
21:9:44_4/8/2023,auto,23,90,0,22.3,82,0,False,False,0,False,36.02
21:11:44_4/8/2023,auto,23,90,0,22.3,91,0,False,False,0,False,34.08
21:13:47_4/8/2023,auto,23,90,0,22.2,97,0,False,False,0,False,35.05
21:15:44_4/8/2023,auto,23,90,0,22.3,100,0,False,False,0,False,34.56
21:17:44_4/8/2023,auto,23,90,0,22.3,102,0,False,False,0,False,35.05
21:19:44_4/8/2023,auto,23,90,0,22.4,102,0,False,False,0,False,35.54
21:21:44_4/8/2023,auto,23,90,0,22.5,102,0,False,False,0,False,36.02
21:23:44_4/8/2023,auto,23,90,0,22.6,102,0,False,False,0,False,35.05
21:25:44_4/8/2023,auto,23,90,0,22.7,102,0,False,False,0,False,34.56
21:27:44_4/8/2023,auto,23,90,0,22.8,102,0,False,False,0,False,33.59
21:29:44_4/8/2023,auto,23,90,0,22.7,91,0,False,False,0,False,35.05
21:31:44_4/8/2023,auto,23,90,0,22.5,74,0,False,False,0,False,35.54
21:33:44_4/8/2023,auto,23,90,0,22.5,82,0,False,False,0,False,35.05
21:35:44_4/8/2023,auto,23,90,0,22.4,90,0,False,False,0,False,35.54
21:37:44_4/8/2023,auto,23,90,0,22.3,97,0,False,False,0,False,35.05
21:39:44_4/8/2023,auto,23,90,0,22.4,100,0,False,False,0,False,35.05
21:41:44_4/8/2023,auto,23,90,0,22.4,101,0,False,False,0,False,34.56
21:43:44_4/8/2023,auto,23,90,0,22.5,102,0,False,False,0,False,36.02
21:45:44_4/8/2023,auto,23,90,0,22.6,102,0,False,False,0,False,34.56
21:47:44_4/8/2023,auto,23,90,0,22.7,102,0,False,False,0,False,34.08
21:49:44_4/8/2023,auto,23,90,0,22.7,102,0,False,False,0,False,34.08
21:51:44_4/8/2023,auto,23,90,0,22.8,102,0,False,False,0,False,35.05
21:53:44_4/8/2023,auto,23,90,0,23.0,102,0,False,False,0,False,34.56
21:55:44_4/8/2023,auto,23,90,0,22.9,101,0,False,False,0,False,33.59
21:57:44_4/8/2023,auto,23,90,0,22.7,73,0,False,False,0,False,34.56
21:59:44_4/8/2023,auto,23,90,0,22.5,80,0,False,False,0,False,35.05
22:1:44_4/8/2023,auto,23,90,0,22.5,89,0,False,False,0,False,35.05
22:3:44_4/8/2023,auto,23,90,0,22.4,95,0,False,False,0,False,34.56
22:5:44_4/8/2023,auto,23,90,0,22.4,99,0,False,False,0,False,35.54
22:7:44_4/8/2023,auto,23,90,0,22.5,101,0,False,False,0,False,34.08
22:9:44_4/8/2023,auto,23,90,0,22.5,102,0,False,False,0,False,34.56
22:11:44_4/8/2023,auto,23,90,0,22.4,84,0,False,False,0,False,34.56
22:13:47_4/8/2023,auto,23,90,0,22.3,76,0,False,False,0,False,34.08
