timestamp,mode,SPTemp,SPHum,SPLight,actTemp,actHum,actLight,manHeater,manComp,manLight,manHum
6:3:14_1/3/2023,auto,30,70,1500,31.0,76,0,False,False,25,False
6:5:14_1/3/2023,auto,30,70,1500,31.1,76,0,False,False,25,False
6:7:14_1/3/2023,auto,30,70,1500,31.3,76,0,False,False,25,False
6:9:14_1/3/2023,auto,30,70,1500,31.4,75,0,False,False,25,False
6:11:14_1/3/2023,auto,30,70,1500,31.5,75,0,False,False,25,False
6:13:14_1/3/2023,auto,30,70,1500,31.6,75,0,False,False,25,False
6:15:14_1/3/2023,auto,30,70,1500,31.7,75,0,False,False,25,False
6:17:14_1/3/2023,auto,30,70,1500,31.8,74,0,False,False,25,False
6:19:14_1/3/2023,auto,30,70,1500,31.9,74,0,False,False,25,False
6:21:14_1/3/2023,auto,30,70,1500,32.0,74,0,False,False,25,False
6:23:14_1/3/2023,auto,30,70,1500,32.0,74,0,False,False,25,False
6:25:14_1/3/2023,auto,30,70,1500,32.1,73,0,False,False,25,False
6:27:14_1/3/2023,auto,30,70,1500,32.2,73,0,False,False,25,False
6:29:14_1/3/2023,auto,30,70,1500,32.2,73,0,False,False,25,False
6:31:14_1/3/2023,auto,30,70,1500,32.4,73,0,False,False,25,False
6:33:14_1/3/2023,auto,30,70,1500,32.4,73,0,False,False,25,False
6:35:14_1/3/2023,auto,30,70,1500,32.5,73,0,False,False,25,False
6:37:14_1/3/2023,auto,30,70,1500,32.5,73,0,False,False,25,False
6:39:14_1/3/2023,auto,30,70,1500,32.5,73,0,False,False,25,False
6:41:14_1/3/2023,auto,30,70,1500,32.6,72,0,False,False,25,False
6:43:14_1/3/2023,auto,30,70,1500,32.6,72,0,False,False,25,False
6:45:14_1/3/2023,auto,30,70,1500,32.7,72,0,False,False,25,False
6:47:14_1/3/2023,auto,30,70,1500,32.8,72,0,False,False,25,False
6:49:14_1/3/2023,auto,30,70,1500,32.8,72,0,False,False,25,False
6:51:14_1/3/2023,auto,30,70,1500,32.8,72,0,False,False,25,False
6:53:14_1/3/2023,auto,30,70,1500,32.9,72,0,False,False,25,False
6:55:14_1/3/2023,auto,30,70,1500,33.0,72,0,False,False,25,False
6:57:14_1/3/2023,auto,30,70,1500,33.0,72,0,False,False,25,False
6:59:14_1/3/2023,auto,30,70,1500,33.0,72,0,False,False,25,False
7:1:14_1/3/2023,auto,30,70,1500,33.0,72,0,False,False,25,False
7:3:14_1/3/2023,auto,30,70,1500,33.0,72,0,False,False,25,False
7:5:14_1/3/2023,auto,30,70,1500,33.1,71,0,False,False,25,False
7:7:14_1/3/2023,auto,30,70,1500,33.1,71,0,False,False,25,False
7:9:14_1/3/2023,auto,30,70,1500,33.1,71,0,False,False,25,False
7:11:14_1/3/2023,auto,30,70,1500,33.2,71,0,False,False,25,False
7:13:14_1/3/2023,auto,30,70,1500,33.2,71,0,False,False,25,False
7:15:14_1/3/2023,auto,30,70,1500,33.2,71,0,False,False,25,False
7:17:14_1/3/2023,auto,30,70,1500,33.3,71,0,False,False,25,False
7:19:14_1/3/2023,auto,30,70,1500,33.3,71,0,False,False,25,False
7:21:14_1/3/2023,auto,30,70,1500,33.3,71,0,False,False,25,False
7:23:14_1/3/2023,auto,30,70,1500,33.3,71,0,False,False,25,False
7:25:14_1/3/2023,auto,30,70,1500,33.4,71,0,False,False,25,False
7:27:14_1/3/2023,auto,30,70,1500,33.4,71,0,False,False,25,False
7:29:14_1/3/2023,auto,30,70,1500,33.4,71,0,False,False,25,False
7:31:14_1/3/2023,auto,30,70,1500,33.4,71,0,False,False,25,False
7:33:14_1/3/2023,auto,30,70,1500,33.5,71,0,False,False,25,False
7:35:14_1/3/2023,auto,30,70,1500,33.5,71,0,False,False,25,False
7:37:14_1/3/2023,auto,30,70,1500,33.5,71,0,False,False,25,False
7:39:14_1/3/2023,auto,30,70,1500,33.5,71,0,False,False,25,False
7:41:14_1/3/2023,auto,30,70,1500,33.6,71,0,False,False,25,False
7:43:14_1/3/2023,auto,30,70,1500,33.6,71,0,False,False,25,False
7:45:14_1/3/2023,auto,30,70,1500,33.6,71,0,False,False,25,False
7:47:14_1/3/2023,auto,30,70,1500,33.6,71,0,False,False,25,False
7:49:14_1/3/2023,auto,30,70,1500,33.6,71,0,False,False,25,False
7:51:14_1/3/2023,auto,30,70,1500,33.6,71,0,False,False,25,False
7:53:14_1/3/2023,auto,30,70,1500,33.7,70,0,False,False,25,False
7:55:14_1/3/2023,auto,30,70,1500,33.7,70,0,False,False,25,False
7:57:14_1/3/2023,auto,30,70,1500,33.8,70,0,False,False,25,False
7:59:14_1/3/2023,auto,30,70,1500,33.8,70,0,False,False,25,False
8:1:14_1/3/2023,auto,30,70,1500,33.8,70,0,False,False,25,False
8:3:14_1/3/2023,auto,30,70,1500,33.8,70,0,False,False,25,False
8:5:14_1/3/2023,auto,30,70,1500,33.9,70,0,False,False,25,False
8:7:14_1/3/2023,auto,30,70,1500,33.9,70,0,False,False,25,False
8:9:14_1/3/2023,auto,30,70,1500,33.9,70,0,False,False,25,False
8:11:14_1/3/2023,auto,30,70,1500,33.9,70,0,False,False,25,False
8:13:14_1/3/2023,auto,30,70,1500,33.9,70,0,False,False,25,False
8:15:14_1/3/2023,auto,30,70,1500,33.9,70,0,False,False,25,False
8:17:14_1/3/2023,auto,30,70,1500,33.9,70,0,False,False,25,False
8:19:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
8:21:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
8:23:14_1/3/2023,auto,30,70,1500,34.0,70,0,False,False,25,False
